region,store_id,category,product,week,units_sold,revenue,revenue_last_year
East,118,Home,Lamp,4,69,3806.04,2872.24
East,124,Apparel,Socks,14,174,12291.36,12081.31
North,133,Home,Cushion,22,162,4408.02,5759.34
West,102,Electronics,Webcam,46,198,1352.34,1317.17
Central,128,Electronics,Earbuds,1,129,8003.16,9265.02
East,138,Electronics,Webcam,6,178,10348.92,8179.35
North,110,Home,Towel,13,113,3308.64,2932.71
South,140,Apparel,Jeans,29,17,1265.99,1483.43
West,123,Apparel,Jacket,16,21,1637.79,2002.35
East,138,Apparel,T-Shirt,20,102,10080.66,13638.42
West,125,Apparel,T-Shirt,35,98,11569.88,8879.3
North,115,Home,Mug,11,33,1751.64,2448.44
North,109,Home,Mug,38,189,4158.0,4438.33
North,102,Apparel,Jacket,8,8,269.2,260.88
East,127,Home,Cushion,21,34,2608.48,2674.77
West,135,Apparel,Socks,33,113,11009.59,7776.87
Central,114,Electronics,Charger,22,86,3933.64,5420.37
Central,138,Home,Lamp,10,164,3721.16,5139.09
East,105,Electronics,Speaker,40,154,14215.74,16016.49
Central,123,Home,Cushion,9,2,238.56,289.47
Central,114,Apparel,Socks,14,18,442.62,479.72
East,137,Apparel,Jacket,50,130,1303.9,1452.25
South,110,Apparel,Jacket,21,198,6605.28,5990.95
East,128,Apparel,Socks,38,144,9930.24,9380.89
North,136,Home,Cushion,42,80,5240.0,4906.84
Central,139,Electronics,Webcam,46,157,1577.85,1705.01
East,127,Electronics,Webcam,49,188,2034.16,2830.16
North,107,Apparel,T-Shirt,31,101,11289.78,15387.03
North,103,Electronics,Webcam,42,169,3136.64,3128.0
West,119,Apparel,Jacket,43,13,1273.61,1254.5
South,138,Home,Cushion,50,15,580.65,641.91
East,115,Home,Lamp,49,47,2828.93,3820.09
East,113,Home,Lamp,19,22,2273.26,2607.05
North,100,Home,Towel,15,98,9166.92,7233.96
East,136,Electronics,Earbuds,11,142,13343.74,18284.43
Central,132,Apparel,Jacket,34,171,5489.1,6905.99
East,116,Home,Mug,13,197,17436.47,14808.87
West,100,Apparel,Socks,17,6,551.22,578.64
South,128,Electronics,Charger,2,57,4808.52,4116.15
West,137,Apparel,Jacket,34,87,8931.42,8024.26
East,139,Home,Cushion,3,168,6244.56,5976.65
South,104,Electronics,Charger,16,192,18130.56,22155.18
North,128,Apparel,Jacket,44,81,8379.45,6911.66
South,110,Home,Mug,25,120,13249.2,15927.23
Central,124,Apparel,Jeans,48,58,2570.56,2281.4
Central,140,Apparel,Jeans,40,105,4478.25,5534.58
East,107,Electronics,Charger,8,151,15145.3,15726.95
East,115,Electronics,Webcam,46,168,4944.24,6383.63
East,112,Home,Cushion,41,150,10305.0,13738.72
West,104,Electronics,Speaker,24,116,6832.4,5310.99
West,102,Apparel,Jeans,50,65,4882.15,3900.72
North,111,Apparel,T-Shirt,5,174,6820.8,6881.81
East,132,Apparel,Socks,49,95,6444.8,7914.35
Central,120,Electronics,Earbuds,13,147,16519.86,13152.14
East,139,Apparel,Jeans,1,56,4151.84,3238.96
South,108,Home,Towel,8,70,7497.7,6975.91
West,137,Electronics,Webcam,31,123,7131.54,5832.38
South,126,Apparel,T-Shirt,35,80,2880.8,2393.97
North,101,Apparel,Socks,28,105,2634.45,2170.22
Central,123,Home,Lamp,34,183,11975.52,12498.65
South,123,Electronics,Speaker,12,112,8778.56,6448.12
Central,138,Electronics,Webcam,28,68,5246.88,4927.78
South,127,Apparel,Jacket,1,82,9495.6,11508.6
East,107,Apparel,Jeans,50,197,20285.09,23120.31
East,123,Apparel,T-Shirt,5,112,864.64,934.09
Central,101,Apparel,Socks,44,102,9773.64,10145.92
North,114,Apparel,Jacket,27,129,3986.1,2958.79
Central,115,Apparel,Jacket,13,161,4786.53,5129.94
East,131,Home,Cushion,33,0,0.0,0.0
West,128,Electronics,Webcam,49,111,3509.82,3658.67
West,135,Home,Lamp,4,192,7818.24,6279.76
South,126,Electronics,Earbuds,5,130,5983.9,7317.79
West,127,Apparel,Jeans,41,150,10453.5,9734.06
North,103,Apparel,Socks,42,4,125.48,104.27
South,124,Electronics,Charger,46,14,638.96,877.51
West,139,Apparel,Jeans,41,0,0.0,0.0
South,108,Electronics,Speaker,48,130,5499.0,6384.97
South,124,Home,Towel,15,82,706.02,815.15
Central,111,Electronics,Webcam,8,139,3513.92,3626.71
South,108,Home,Lamp,48,36,4159.44,3036.27
North,108,Apparel,Jacket,7,179,19965.66,16055.7
North,123,Electronics,Earbuds,27,14,1571.92,1158.74
West,124,Apparel,Jacket,23,116,1487.12,1914.85
Central,126,Electronics,Charger,41,142,1943.98,1729.32
East,119,Home,Lamp,34,23,739.68,820.65
West,115,Home,Mug,21,139,3540.33,4208.77
Central,126,Electronics,Earbuds,27,107,4729.4,4865.48
South,107,Apparel,Jacket,12,124,2926.4,2555.81
Central,112,Apparel,Jacket,25,93,4294.74,3790.74
East,140,Electronics,Speaker,33,67,350.41,353.13
East,119,Electronics,Webcam,1,4,296.64,340.33
West,105,Apparel,T-Shirt,28,183,12343.35,15198.69
Central,133,Electronics,Charger,9,25,1430.5,1446.71
North,138,Apparel,T-Shirt,9,183,13106.46,17194.57
West,123,Home,Mug,34,5,265.35,366.73
South,101,Apparel,T-Shirt,7,117,13316.94,12690.1
Central,116,Home,Lamp,26,17,494.02,682.95
North,106,Apparel,Jacket,26,39,3894.15,4920.48
West,125,Home,Towel,9,73,7060.56,8687.47
North,116,Apparel,Socks,23,42,1327.62,1621.24
West,125,Electronics,Charger,32,1,104.96,126.71
South,130,Apparel,Jacket,41,197,4615.71,6015.53
Central,102,Electronics,Speaker,24,38,2419.08,2459.22
South,133,Home,Cushion,24,190,19674.5,19553.53
South,121,Home,Towel,24,85,7200.35,8146.39
Central,100,Apparel,Socks,47,84,6132.84,7565.14
East,132,Electronics,Webcam,51,64,2687.36,3613.34
South,111,Apparel,Jeans,41,140,9860.2,10203.67
North,109,Electronics,Charger,31,177,17337.15,17335.34
North,114,Electronics,Speaker,20,72,2905.2,2838.23
West,136,Electronics,Webcam,32,183,8081.28,6466.5
East,103,Apparel,Jacket,26,100,9001.0,10889.51
West,125,Apparel,T-Shirt,23,84,5467.56,7072.67
South,130,Apparel,Jacket,49,141,12210.6,16430.16
Central,129,Home,Mug,47,63,2966.04,3923.58
South,140,Electronics,Earbuds,15,145,14875.55,11254.92
Central,139,Home,Towel,45,135,9065.25,9914.74
East,132,Home,Lamp,29,188,12770.84,14920.29
Central,120,Electronics,Charger,33,155,18111.75,13551.34
South,136,Home,Towel,33,19,1939.33,2540.29
East,124,Home,Towel,20,11,1251.69,1169.98
Central,126,Electronics,Charger,21,169,13401.7,14866.11
North,101,Home,Lamp,42,0,0.0,0.0
North,120,Apparel,Socks,34,12,987.84,872.3
East,129,Home,Cushion,6,142,4924.56,5845.14
East,109,Electronics,Charger,39,44,3033.8,2703.59
North,123,Home,Mug,10,128,5268.48,6040.05
East,123,Home,Lamp,18,198,15891.48,14576.98
Central,134,Home,Towel,21,89,8787.86,10107.65
North,111,Home,Lamp,12,60,4945.2,4736.94
South,108,Apparel,Jacket,51,44,4344.56,4099.91
East,131,Electronics,Charger,10,100,5618.0,6679.36
Central,124,Home,Mug,35,59,2277.99,2530.81
East,113,Apparel,T-Shirt,30,125,7291.25,8090.78
East,113,Home,Mug,30,124,13194.84,10337.42
East,138,Electronics,Speaker,8,67,5648.77,4451.09
North,108,Electronics,Webcam,13,76,4805.48,6358.62
East,105,Home,Towel,19,29,1313.99,1661.62
West,126,Home,Towel,24,93,9672.0,12129.04
North,139,Home,Mug,22,105,5264.7,3952.74
Central,120,Electronics,Earbuds,49,184,12309.6,9714.62
North,139,Apparel,Jeans,45,144,12803.04,9204.5
North,115,Electronics,Speaker,27,106,9182.78,7853.82
East,131,Home,Lamp,14,100,895.0,715.56
Central,124,Apparel,Jacket,31,27,761.94,1054.52
East,126,Electronics,Earbuds,39,91,4890.34,5144.46
Central,104,Home,Mug,46,0,0.0,0.0
Central,130,Apparel,Jeans,24,22,1372.36,1067.83
South,100,Electronics,Earbuds,4,150,11953.5,14756.3
Central,132,Electronics,Speaker,1,129,7231.74,5151.12
East,137,Apparel,T-Shirt,49,83,828.34,1046.9
Central,124,Apparel,Socks,18,183,20119.02,14301.42
Central,139,Apparel,Socks,9,114,6691.8,5006.02
East,103,Apparel,Socks,16,141,11075.55,12984.62
Central,102,Home,Mug,16,136,3100.8,3667.25
West,111,Apparel,Jacket,4,40,2442.0,2214.21
South,117,Home,Towel,21,88,8646.88,10877.4
East,133,Apparel,Jacket,30,166,11238.2,15184.07
West,100,Home,Cushion,20,110,1874.4,2129.87
East,116,Electronics,Speaker,13,57,2875.65,2310.85
Central,109,Electronics,Charger,43,86,6497.3,7286.98
Central,105,Apparel,Jacket,41,170,16027.6,13974.01
Central,140,Apparel,Socks,7,141,9235.5,7062.94
South,124,Electronics,Speaker,32,110,3628.9,4345.32
West,122,Apparel,Jacket,29,14,359.38,364.4
East,114,Electronics,Charger,9,15,1479.0,1354.32
South,116,Home,Cushion,12,116,1699.4,2175.25
South,107,Electronics,Earbuds,43,86,3960.3,3268.77
North,101,Apparel,Socks,34,99,10882.08,13766.76
West,128,Apparel,Jacket,39,95,5332.35,4883.34
East,108,Apparel,Socks,42,169,10532.08,10761.61
North,118,Home,Mug,48,79,8277.62,5987.29
West,107,Apparel,Jeans,8,175,14276.5,13318.85
West,113,Home,Cushion,41,64,6224.0,6173.94
West,134,Home,Towel,28,81,8165.61,8403.61
South,135,Electronics,Earbuds,44,82,419.84,586.34
East,113,Electronics,Webcam,28,79,8657.61,10749.06
Central,111,Electronics,Earbuds,13,166,4325.96,5941.38
North,133,Apparel,Jeans,1,128,5468.16,6269.12
South,130,Apparel,Jeans,20,145,12709.25,15478.22
South,122,Home,Mug,3,73,5021.67,5026.42
East,114,Apparel,T-Shirt,43,90,5742.9,6301.72
Central,136,Home,Mug,35,143,11993.41,11278.96
South,140,Home,Mug,46,136,4252.72,4729.49
Central,111,Home,Mug,2,16,1131.84,983.7
East,102,Apparel,Jacket,33,30,831.6,920.17
South,138,Home,Towel,41,113,12921.55,12081.5
Central,132,Home,Mug,37,105,966.0,884.32
North,123,Home,Mug,7,170,16960.9,13192.21
Central,115,Electronics,Earbuds,34,78,3903.9,3459.9
East,117,Home,Towel,28,117,7532.46,5481.72
South,133,Electronics,Earbuds,48,139,13085.46,17612.29
East,124,Electronics,Earbuds,33,154,12161.38,14791.78
Central,123,Home,Mug,20,3,334.86,322.86
North,121,Apparel,T-Shirt,14,70,3513.3,4683.63
West,117,Apparel,Socks,15,100,2183.0,2765.47
North,110,Apparel,Socks,46,136,12661.6,9049.37
South,122,Apparel,Jeans,36,126,14796.18,19127.37
North,111,Apparel,T-Shirt,1,160,11195.2,13999.13
South,140,Electronics,Charger,28,164,12285.24,16469.14
West,127,Apparel,T-Shirt,7,120,12268.8,10683.47
West,119,Home,Mug,21,189,5552.82,5558.57
West,136,Home,Lamp,34,103,3649.29,3977.76
West,100,Home,Mug,32,168,17125.92,22714.07
West,114,Electronics,Charger,20,163,3867.99,3559.27
Central,138,Apparel,Jacket,42,115,3467.25,2744.57
Central,109,Apparel,Jeans,12,0,0.0,0.0
South,112,Electronics,Charger,40,40,2574.8,2553.37
South,120,Apparel,Jeans,18,46,4315.26,5940.55
North,125,Home,Towel,46,48,848.64,942.67
North,115,Home,Lamp,2,78,3176.94,2339.66
East,108,Electronics,Earbuds,4,168,2565.36,3495.09
North,108,Home,Cushion,6,28,1750.0,1840.55
North,111,Home,Towel,16,35,1921.85,2449.94
North,115,Electronics,Speaker,25,197,18366.31,20005.48
Central,123,Apparel,Jeans,25,6,534.42,652.14
East,131,Apparel,T-Shirt,22,147,15357.09,11644.84
West,108,Apparel,Jeans,28,76,4183.04,5653.54
East,108,Electronics,Webcam,1,140,3616.2,2982.3
West,123,Home,Lamp,14,5,574.45,472.21
Central,124,Home,Lamp,38,132,3887.4,3580.52
Central,109,Electronics,Speaker,32,142,1113.28,1370.58
North,136,Apparel,Jeans,29,65,990.6,710.79
South,110,Electronics,Webcam,32,29,562.89,748.62
West,132,Electronics,Earbuds,14,92,6005.76,5530.41
North,129,Apparel,Jeans,4,17,288.83,270.47
West,135,Apparel,Jeans,29,155,3661.1,3882.43
West,126,Home,Lamp,46,42,1350.72,1876.28
Central,130,Home,Cushion,17,87,2419.47,1809.4
West,140,Electronics,Earbuds,40,35,712.25,595.14
South,102,Home,Cushion,40,87,2081.91,2071.03
Central,140,Electronics,Webcam,5,78,5098.08,6029.76
East,124,Electronics,Webcam,7,198,17422.02,20641.97
Central,129,Electronics,Charger,28,121,6331.93,7132.73
East,135,Home,Cushion,7,99,8456.58,9397.13
North,117,Apparel,Socks,34,12,1013.04,1127.52
West,119,Electronics,Speaker,40,124,12981.56,12019.97
East,100,Electronics,Earbuds,23,62,6108.24,7277.85
North,113,Home,Mug,34,68,5246.2,3802.45
Central,135,Apparel,Jacket,10,181,12494.43,9536.42
East,138,Home,Towel,10,130,6826.3,9163.07
North,116,Home,Lamp,30,3,198.33,196.14
East,137,Home,Mug,44,160,17030.4,23053.96
Central,121,Home,Lamp,33,107,7030.97,5467.74
North,139,Home,Cushion,42,187,7242.51,6477.26
North,100,Electronics,Earbuds,38,37,2699.15,3388.58
South,109,Home,Lamp,14,167,10627.88,8368.23
East,114,Electronics,Earbuds,17,165,18481.65,22311.2
North,115,Electronics,Speaker,47,153,16049.7,20642.33
North,131,Home,Towel,13,195,5721.3,6464.72
West,127,Electronics,Earbuds,32,178,5149.54,5109.55
South,124,Electronics,Charger,46,13,218.53,185.06
West,117,Home,Towel,2,188,16158.6,20553.44
South,112,Apparel,Jacket,12,187,12777.71,9173.97
Central,136,Home,Towel,8,146,6991.94,7270.01
South,126,Home,Towel,25,91,9836.19,8900.13
Central,109,Electronics,Webcam,38,170,15454.7,19766.75
East,109,Apparel,T-Shirt,22,77,5348.42,7168.28
Central,107,Home,Towel,15,73,8046.79,10083.63
West,129,Electronics,Webcam,15,96,7504.32,9710.58
North,103,Electronics,Webcam,40,118,7049.32,5099.17
Central,100,Apparel,T-Shirt,26,78,5810.22,4428.41
West,112,Home,Lamp,15,57,526.11,528.0
North,102,Apparel,Socks,49,22,600.16,685.37
South,110,Home,Cushion,9,70,2570.4,2605.05
North,140,Home,Lamp,50,7,712.67,884.78
Central,121,Electronics,Charger,10,185,13207.15,13317.07
Central,114,Electronics,Webcam,47,182,3132.22,4336.4
North,127,Electronics,Charger,1,124,12200.36,15167.77
South,111,Home,Mug,41,14,894.6,651.9
East,124,Home,Towel,28,79,3528.14,4566.49
North,109,Home,Cushion,17,3,303.54,322.35
North,113,Home,Cushion,27,35,3453.45,3160.55
West,120,Apparel,T-Shirt,42,161,16494.45,23031.6
North,129,Apparel,Jacket,41,165,6337.65,4962.97
North,126,Home,Towel,16,146,8920.6,10412.01
West,133,Electronics,Earbuds,50,39,4285.32,4193.83
North,122,Home,Cushion,18,124,10760.72,9308.39
West,132,Electronics,Webcam,34,24,2236.8,2373.54
East,115,Home,Lamp,27,167,19478.88,25761.02
West,139,Electronics,Earbuds,50,94,11129.6,13785.75
South,137,Apparel,Jacket,18,103,12081.9,15487.16
East,138,Apparel,T-Shirt,39,154,14845.6,18575.95
Central,135,Home,Mug,2,17,1892.44,2206.9
North,126,Apparel,Socks,27,49,1928.15,2486.77
South,136,Home,Cushion,14,6,122.28,133.59
East,132,Home,Towel,3,186,20335.38,24392.31
Central,109,Home,Cushion,37,180,14704.2,12302.42
North,122,Home,Cushion,14,189,19327.14,20978.94
North,112,Electronics,Speaker,16,87,6418.86,7405.74
North,104,Apparel,Jeans,17,135,13598.55,9873.08
South,137,Electronics,Earbuds,11,194,8887.14,8407.54
West,120,Home,Cushion,3,18,450.54,373.22
Central,102,Apparel,Jeans,21,111,12086.79,15011.55
West,103,Electronics,Earbuds,16,111,10791.42,9676.8
North,131,Electronics,Webcam,45,21,1633.38,1731.72
North,100,Electronics,Earbuds,14,194,15805.18,17075.04
South,126,Home,Mug,49,57,5979.87,6229.06
North,115,Electronics,Earbuds,47,6,524.16,641.69
East,137,Home,Towel,14,99,8516.97,10851.66
North,140,Electronics,Earbuds,44,2,145.18,118.74
South,123,Apparel,Jacket,22,111,8694.63,12046.69
East,120,Apparel,Socks,9,55,2625.7,2421.37
West,123,Apparel,Socks,1,155,2940.35,3844.09
Central,116,Home,Cushion,50,44,248.16,208.63
East,107,Apparel,Socks,12,68,2200.48,2809.25
Central,122,Electronics,Speaker,37,122,7627.44,6735.74
South,100,Electronics,Earbuds,46,149,17151.39,13980.06
Central,119,Home,Mug,50,193,8268.12,10140.33
North,132,Home,Cushion,42,146,1636.66,1688.63
West,134,Apparel,T-Shirt,23,15,867.15,1178.42
South,111,Apparel,Jacket,9,199,10367.9,9609.69
North,122,Home,Towel,32,47,442.74,398.97
Central,139,Home,Cushion,49,119,1056.72,864.8
Central,118,Home,Cushion,51,45,1779.3,1531.47
West,131,Home,Towel,1,116,6767.44,8976.81
East,136,Apparel,Jacket,17,72,4947.84,6586.83
East,127,Electronics,Speaker,12,51,2882.52,4001.89
East,119,Apparel,T-Shirt,31,55,2087.8,2606.74
Central,108,Electronics,Webcam,38,57,808.26,583.66
East,101,Home,Lamp,40,64,4039.68,5558.64
East,111,Electronics,Charger,50,137,12697.16,14001.46
Central,119,Apparel,T-Shirt,14,108,11979.36,13706.62
West,127,Apparel,T-Shirt,14,26,1700.92,2323.83
West,119,Home,Towel,15,112,6716.64,9089.08
North,104,Apparel,Socks,40,1,6.33,6.7
Central,100,Home,Towel,34,77,4707.01,3909.0
West,130,Apparel,Jeans,50,42,3604.44,4699.7
West,114,Home,Cushion,10,83,3700.14,4894.84
West,130,Apparel,T-Shirt,10,6,71.4,64.5
East,138,Electronics,Webcam,25,73,8478.22,9399.95
West,105,Electronics,Charger,45,200,19164.0,14953.69
South,108,Electronics,Speaker,33,170,10499.2,12703.79
North,101,Apparel,Socks,12,21,1776.6,2223.56
Central,140,Electronics,Earbuds,34,169,20222.54,14567.72
West,110,Home,Cushion,5,126,9095.94,8033.87
South,137,Home,Towel,18,59,3128.77,4211.63
East,104,Electronics,Webcam,25,189,3415.23,3600.43
East,134,Electronics,Webcam,47,67,4454.16,5996.74
East,126,Electronics,Charger,26,11,1015.41,1276.74
East,106,Home,Mug,49,136,9945.68,9291.5
North,108,Electronics,Webcam,48,8,424.8,523.76
East,122,Electronics,Charger,21,81,2098.71,2648.92
East,134,Electronics,Earbuds,41,49,5509.07,6921.76
South,101,Home,Cushion,18,89,4502.51,3580.71
East,101,Home,Lamp,45,163,14011.48,15269.51
West,125,Home,Cushion,29,93,7785.03,10898.86
West,122,Electronics,Webcam,17,142,1953.92,1693.76
West,136,Home,Lamp,14,163,16321.19,20484.81
West,116,Electronics,Speaker,7,48,3912.48,4573.57
East,107,Apparel,T-Shirt,9,197,2056.68,2685.05
North,134,Home,Lamp,21,49,2420.11,2080.64
Central,127,Apparel,Jeans,24,173,3864.82,4888.57
North,102,Electronics,Webcam,15,76,3140.32,3128.02
West,140,Apparel,Jacket,44,116,4114.52,3124.33
South,114,Electronics,Earbuds,41,141,1718.79,1846.03
Central,132,Home,Cushion,11,63,3580.92,3385.07
South,123,Home,Mug,7,11,1033.01,994.63
South,124,Home,Lamp,25,23,1037.53,1217.62
Central,116,Electronics,Speaker,7,79,2313.12,2082.08
West,134,Home,Lamp,36,63,6940.71,6548.32
East,123,Electronics,Charger,37,40,4010.8,3348.69
North,133,Electronics,Speaker,31,37,2442.74,2227.47
East,113,Apparel,Socks,3,99,9068.4,8296.54
South,117,Home,Cushion,23,76,5527.48,5087.6
South,103,Electronics,Charger,42,92,8049.08,7889.61
West,113,Home,Mug,10,122,10894.6,10655.08
North,121,Apparel,Socks,42,95,7580.05,7746.64
South,125,Electronics,Earbuds,14,196,1814.96,1382.34
East,132,Electronics,Speaker,23,148,6458.72,8053.65
South,129,Apparel,T-Shirt,39,188,5711.44,4258.21
North,133,Home,Towel,12,165,19770.3,27304.91
West,128,Home,Cushion,38,147,6032.88,5221.51
Central,124,Home,Lamp,46,128,10264.32,12032.73
South,117,Home,Lamp,5,148,6446.88,6812.57
East,137,Home,Mug,11,106,4318.44,3195.95
South,104,Home,Lamp,13,86,6812.92,7136.08
East,106,Home,Cushion,44,33,1054.35,1119.67
East,115,Home,Cushion,4,9,798.57,974.71
Central,102,Electronics,Speaker,47,64,3923.2,4682.05
Central,133,Home,Mug,35,166,19073.4,26373.27
South,102,Apparel,Socks,14,169,18579.86,13851.54
South,108,Home,Towel,35,31,1234.73,1646.74
East,125,Apparel,Jeans,17,157,5876.51,7915.19
South,119,Home,Mug,5,154,3967.04,5235.26
East,129,Electronics,Earbuds,30,78,780.0,846.65
South,102,Home,Cushion,13,131,3962.75,4183.57
North,139,Home,Mug,35,86,4817.72,4726.0
North,135,Home,Mug,20,97,2696.6,3231.75
South,120,Apparel,Jeans,13,45,2740.95,2262.78
Central,132,Home,Towel,7,187,2191.64,2228.32
West,129,Apparel,Jacket,11,85,5746.85,6090.42
North,118,Apparel,Jeans,32,136,11891.84,11321.15
East,116,Electronics,Speaker,47,45,2987.55,4013.95
West,116,Home,Mug,1,19,918.27,1134.0
West,128,Home,Cushion,34,155,16479.6,12096.96
West,108,Home,Mug,35,19,1287.06,1397.4
West,102,Home,Mug,42,44,3978.92,5534.87
Central,140,Electronics,Speaker,36,164,2463.28,3096.18
South,114,Home,Mug,19,129,817.86,1055.16
North,110,Apparel,Socks,5,69,5699.4,5760.47
North,121,Apparel,Socks,48,48,3773.76,3666.22
North,116,Home,Mug,30,58,1450.58,1442.64
North,103,Home,Towel,23,77,1171.17,829.7
West,116,Home,Lamp,40,67,1805.65,1806.11
West,134,Apparel,Jeans,21,6,553.02,570.15
West,137,Apparel,T-Shirt,1,176,10269.6,7478.73
East,103,Electronics,Earbuds,48,66,3000.36,3681.53
East,136,Electronics,Earbuds,6,12,311.64,246.08
Central,113,Apparel,Jeans,11,89,734.25,554.78
West,105,Electronics,Earbuds,38,86,731.0,569.96
West,121,Electronics,Webcam,49,163,15603.99,18368.1
West,125,Electronics,Earbuds,49,100,7271.0,9593.19
East,128,Apparel,Jeans,2,141,1174.53,1268.7
East,111,Home,Towel,7,39,3944.07,5192.46
Central,108,Electronics,Earbuds,27,52,3660.28,3672.67
North,104,Home,Towel,19,159,11490.93,13870.18
South,103,Apparel,Jeans,12,57,5672.07,4775.39
West,115,Apparel,Socks,48,151,6252.91,5414.08
South,112,Home,Mug,44,60,6865.2,8741.07
West,110,Electronics,Earbuds,6,32,1160.32,885.98
Central,134,Apparel,Jeans,24,158,13704.92,12650.99
South,112,Electronics,Webcam,15,190,21789.2,28739.76
North,122,Apparel,Socks,45,172,9936.44,8534.25
South,115,Electronics,Charger,34,130,11791.0,11732.14
South,113,Electronics,Earbuds,44,2,58.74,57.82
